   275    1003 20151019143017   45.00334   66.92010   1.69 F  Barrel                           
   275    1003 20151019144053   45.00348   66.92004   1.78 F  Barrel                           
   275    1003 20151019145009   45.00334   66.91974   1.88 F  Barrel                           
   275    1003 20151019150003   45.00299   66.91961   2.00 F  Barrel                           
   275    1003 20151019151103   45.00250   66.91934   2.15 F  Barrel                           
   275    1003 20151019151958   45.00198   66.91907   2.27 F  Barrel                           
   275    1003 20151019153000   45.00145   66.91867   2.43 F  Barrel                           
   275    1003 20151019154034   45.00066   66.91879   2.59 F  Barrel                           
   275    1003 20151019154959   44.99981   66.91907   2.74 F  Barrel                           
   275    1003 20151019160153   44.99841   66.91898   2.95 F  Barrel                           
   275    1003 20151019160954   44.99757   66.91827   3.09 F  Barrel                           
   275    1003 20151019161948   44.99719   66.91776   3.26 F  Barrel                           
   275    1003 20151019162947   44.99675   66.91699   3.44 F  Barrel                           
   275    1003 20151019164004   44.99590   66.91803   3.64 F  Barrel                           
   275    1003 20151019164942   44.99506   66.92019   3.80 F  Barrel                           
   275    1003 20151019170005   44.99308   66.92055   4.00 F  Barrel                           
   275    1003 20151019170939   44.99073   66.92171   4.17 F  Barrel                           
   275    1003 20151019171937   44.98927   66.92435   4.35 F  Barrel                           
   275    1003 20151019172938   44.98745   66.92670   4.53 F  Barrel                           
   275    1003 20151019174036   44.98540   66.92871   4.73 F  Barrel                           
   275    1003 20151019174936   44.98407   66.93042   4.88 F  Barrel                           
   275    1003 20151019175935   44.98230   66.93228   5.05 F  Barrel                           
   275    1003 20151019180932   44.98061   66.93375   5.22 F  Barrel                           
   275    1003 20151019181929   44.97900   66.93514   5.37 F  Barrel                           
   275    1003 20151019182928   44.97771   66.93619   5.51 F  Barrel                           
   275    1003 20151019184000   44.97615   66.93741   5.66 F  Barrel                           
   275    1003 20151019184924   44.97451   66.93828   5.77 F  Barrel                           
   275    1004 20151019104505   45.00527   66.92838   3.75 E  Barrel                           
   275    1004 20151019105015   45.00474   66.92770   3.67 E  Barrel                           
   275    1004 20151019110010   45.00388   66.92632   3.51 E  Barrel                           
   275    1004 20151019111002   45.00384   66.92556   3.34 E  Barrel                           
   275    1004 20151019115235   45.00423   66.92325   2.65 E  Barrel                           
   275    1004 20151019120159   45.00424   66.92325   2.51 E  Barrel                           
   275    1004 20151019121156   45.00424   66.92325   2.36 E  Barrel                           
   275    1004 20151019122156   45.00424   66.92325   2.22 E  Barrel                           
   275    1004 20151019123152   45.00422   66.92322   2.08 E  Barrel                           
   275    1004 20151019124151   45.00424   66.92325   1.96 E  Barrel                           
   275    1004 20151019125235   45.00424   66.92328   1.84 E  Barrel                           
